,station,station_am_mean,station_am_std,station_am_max,swh_am_mean,swh_am_std,swh_am_max,mwp_am_mean,mwp_am_std,mwp_am_max,wsk_am_mean,wsk_am_std,wsk_am_max,sst_am_mean,sst_am_std,sst_am_max,wave_lon_am_mean,wave_lon_am_std,wave_lon_am_max,wave_lat_am_mean,wave_lat_am_std,wave_lat_am_max,wave_distance_deg_am_mean,wave_distance_deg_am_std,wave_distance_deg_am_max,u10_am_mean,u10_am_std,u10_am_max,v10_am_mean,v10_am_std,v10_am_max,msl_am_mean,msl_am_std,msl_am_max,tp_am_mean,tp_am_std,tp_am_max,d2m_am_mean,d2m_am_std,d2m_am_max,sp_am_mean,sp_am_std,sp_am_max,t2m_am_mean,t2m_am_std,t2m_am_max,longitude_am_mean,longitude_am_std,longitude_am_max,latitude_am_mean,latitude_am_std,latitude_am_max,wind_magnitude_am_mean,wind_magnitude_am_std,wind_magnitude_am_max,u10_abs_am_mean,u10_abs_am_std,u10_abs_am_max,v10_abs_am_mean,v10_abs_am_std,v10_abs_am_max,wind_wave_diff_am_mean,wind_wave_diff_am_std,wind_wave_diff_am_max,wind_wave_alignment_am_mean,wind_wave_alignment_am_std,wind_wave_alignment_am_max,tau_u_am_mean,tau_u_am_std,tau_u_am_max,tau_u_abs_am_mean,tau_u_abs_am_std,tau_u_abs_am_max,tau_v_am_mean,tau_v_am_std,tau_v_am_max,tau_v_abs_am_mean,tau_v_abs_am_std,tau_v_abs_am_max,tau_mag_am_mean,tau_mag_am_std,tau_mag_am_max,wind_dir_am_mean,wind_dir_am_std,mwd_am_mean,mwd_am_std,mwd,wind_dir,coast_lat,coast_lon,lat,lon
23,35,35.0,0.0,35,2.8236723992882706,0.3670429719009674,3.7769477367401123,10.219039475045554,0.4945931859210479,11.460652351379395,0.008606631581376239,0.001569141087370449,0.014670312404632568,294.3083972465701,0.8899068868935911,296.9501953125,-0.5,0.0,-0.5,45.0,0.0,45.0,0.11115143983772834,0.0,0.11115143983772834,1.8945946,0.37240192,2.8403416,1.3188432,0.42452368,2.4513664,102509.17,326.8812,103299.31,0.004534093,0.00093791675,0.0068244934,288.61267,1.0968738,291.47925,102034.164,322.46164,102818.625,295.22467,1.1928653,298.53613,-0.5,0.0,-0.5,45.0,0.0,45.0,1.9124593,0.8877714,4.5147715,1.8980494,0.36784828,2.8403416,1.5462064,0.35153416,2.4513664,255.48648573712606,22.32751851582808,289.75969791412354,0.9293896509890431,0.13394832319630598,0.99999994466955,0.00513251,0.0034242999,0.01367153,0.0053373137,0.0032839212,0.01367153,0.003737072,0.0037850873,0.017547296,0.004353576,0.0035932693,0.017547296,0.0070490665,0.007076781,0.032460187,119.2727847215606,77.31993468156081,294.57839157374144,9.567043521906854,294.57839157374144,119.2727847215606,45.040483,-0.603517,45.0,-0.5
24,41,41.0,0.0,41,2.588044192732834,0.36839779632781666,3.5968940258026123,9.738738850849431,0.4508305218768745,10.864705085754395,0.006292888304082359,0.0018263908893394714,0.009783565998077393,288.8763814786585,0.4475396981883797,290.025390625,-4.5,0.0,-4.5,48.5,0.0,48.5,0.11720247437661097,0.0,0.11720247437661098,4.441412,1.1446059,7.016123,2.9812117,0.96662766,6.5667048,102430.16,326.45203,103146.31,0.0053984015,0.0010494884,0.007619858,287.18234,0.66192776,288.96558,101820.9,322.81213,102526.44,290.1335,0.83793336,292.0918,-4.5,0.0,-4.5,48.5,0.0,48.5,9.844677,6.1418395,27.602364,4.459436,1.1571418,7.016123,3.1843045,0.83806825,6.5667048,235.0309801552354,16.216895080717592,276.47586101293564,0.933397947771234,0.1117148035407589,0.9999981945370408,0.06664973,0.062273014,0.27277324,0.066972665,0.062196713,0.27277324,0.050066575,0.051821336,0.25686866,0.050679173,0.051467147,0.25686866,0.21294877,0.2783161,1.2133106,90.03387348826338,69.90540753540051,275.4714084964932,13.770218985568006,275.4714084964932,90.03387348826338,48.3829,-4.4951,48.5,-4.5
25,42,42.0,0.0,42,1.486680359375186,0.20440557115181557,1.9972641468048096,9.393989493207235,0.4944295672416469,10.740681648254395,0.09666917527594217,0.01943602991242654,0.14917433261871338,291.9823742378049,0.8880305115321603,294.3427734375,-2.25,0.0,-2.25,47.25,0.0,47.25,0.05385164807134603,0.0,0.053851648071346035,3.5210347,0.80250233,5.2832127,1.9411759,0.6810705,4.039361,102458.83,340.27792,103078.69,0.004315446,0.0008678674,0.0059337616,288.65506,0.9186324,290.86987,102294.02,338.99072,102910.44,292.68765,1.1674013,295.2871,-2.25,0.0,-2.25,47.25,0.0,47.25,5.0556407,3.2689083,15.420381,3.5210636,0.802517,5.2832127,2.201622,0.5727026,4.039361,226.27277749922217,17.113391703150764,260.5299072265625,0.9568289110301952,0.05951960655387408,0.9999464057777172,0.02724138,0.026566291,0.11882596,0.02851365,0.026306415,0.11882596,0.015910191,0.017337034,0.078258745,0.01736249,0.016769307,0.078258745,0.05730553,0.08096304,0.3786776,110.49696350097656,69.2571785652516,274.70012313520357,12.568451726394786,274.70012313520357,110.49696350097656,47.27,-2.2,47.25,-2.25
26,43,43.0,0.0,43,3.492620119234411,0.4932394224301486,4.783295631408691,10.06320202059862,0.4866469629949738,11.252888679504395,0.009624503007749231,0.0016380365512510678,0.013801634311676025,289.5238721894055,0.5787421142136594,290.6796875,-4.75,0.0,-4.75,48.25,0.0,48.25,0.11358292741869265,0.0,0.11358292741869265,5.8915243,1.5952934,9.308115,3.4919367,1.2345695,7.9827204,102432.734,328.71625,103147.94,0.0060306643,0.0012066709,0.008731842,287.53397,0.6900867,289.2019,102352.05,328.17767,103065.44,289.89545,0.64472395,291.12012,-4.75,0.0,-4.75,48.25,0.0,48.25,14.8836,9.314485,41.285694,5.912799,1.6123075,9.308115,3.946723,1.0106925,7.9827204,239.4830697425982,20.974618530720722,293.6174716949463,0.9655646999820823,0.0653232050710718,0.9999756902010478,0.13220935,0.12294264,0.52308536,0.13246123,0.122817606,0.52308536,0.08783159,0.09511132,0.49455082,0.09077969,0.09332116,0.49455082,0.4875679,0.6448636,2.7144299,100.28010540473753,66.99218198834576,284.7601005984171,15.056300184549606,284.7601005984171,100.28010540473753,48.359299,-4.7809,48.25,-4.75
27,44,44.0,0.0,44,2.9135104505027214,0.4047461464728059,4.046357154846191,9.83770696128287,0.45363464196578845,11.174519538879395,0.011306669653915778,0.0023622008482983865,0.01731199026107788,291.3742437595274,0.8157349921649831,293.23681640625,-3.5,0.0,-3.5,47.75,0.0,47.75,0.1187003399279493,0.0,0.11870033992794932,4.6043167,1.1558564,7.164072,2.3910882,0.8682285,5.4553766,102445.56,335.9696,103116.56,0.0052656545,0.0010605131,0.00756073,287.54205,0.79601115,289.4558,101955.52,332.57153,102617.44,291.26544,1.0129236,293.45605,-3.5,0.0,-3.5,47.75,0.0,47.75,8.297096,5.440401,24.64236,4.6212807,1.1703919,7.164072,2.7117054,0.7040444,5.4553766,225.5169167344163,20.836164397707726,275.72978687286377,0.9516752962966231,0.07186894164805091,0.9999537750980368,0.056091744,0.05752701,0.24612774,0.05879054,0.057792448,0.24612774,0.03423497,0.03775818,0.15418611,0.03608333,0.03684121,0.15418611,0.1556157,0.21675709,0.9670391,106.11322263392006,66.2464501328356,274.28007823286896,13.766694446727916,274.28007823286896,106.11322263392006,47.644299,-3.4459901,47.75,-3.5
28,45,45.0,0.0,45,1.486680359375186,0.20440557115181557,1.9972641468048096,9.393989493207235,0.4944295672416469,10.740681648254395,0.09666917527594217,0.01943602991242654,0.14917433261871338,291.9823742378049,0.8880305115321603,294.3427734375,-2.25,0.0,-2.25,47.25,0.0,47.25,0.1096797504601486,0.0,0.1096797504601486,3.5210347,0.80250233,5.2832127,1.9411759,0.6810705,4.039361,102458.83,340.27792,103078.69,0.004315446,0.0008678674,0.0059337616,288.65506,0.9186324,290.86987,102294.02,338.99072,102910.44,292.68765,1.1674013,295.2871,-2.25,0.0,-2.25,47.25,0.0,47.25,5.0556407,3.2689083,15.420381,3.5210636,0.802517,5.2832127,2.201622,0.5727026,4.039361,226.27277749922217,17.113391703150764,260.5299072265625,0.9568289110301952,0.05951960655387408,0.9999464057777172,0.02724138,0.026566291,0.11882596,0.02851365,0.026306415,0.11882596,0.015910191,0.017337034,0.078258745,0.01736249,0.016769307,0.078258745,0.05730553,0.08096304,0.3786776,110.49696350097656,69.2571785652516,274.70012313520357,12.568451726394786,274.70012313520357,110.49696350097656,47.140381,-2.24635,47.25,-2.25
29,46,46.0,0.0,46,3.1343425076182294,0.44597033300271277,4.250743389129639,9.961320853814847,0.5648027535180812,11.407673835754395,0.011096442618021151,0.002404400088826502,0.01656240224838257,289.1807057450457,0.38473812296385806,290.0556640625,-4.0,0.0,-4.0,48.75,0.0,48.75,0.046491289732702785,0.0,0.046491289732702785,5.7308135,1.4543201,9.035654,3.5448697,1.1825141,7.633111,102417.02,322.14957,103131.06,0.006086163,0.0012377723,0.009176254,287.32904,0.6712927,288.96753,102206.98,321.04095,102917.44,289.53876,0.4788115,290.44873,-4.0,0.0,-4.0,48.75,0.0,48.75,15.200828,9.165185,39.9498,5.784208,1.5115788,9.035654,3.7772787,1.0032481,7.633111,247.86850992572016,21.197730515321187,288.54826498031616,0.9522196947964263,0.06885424287917698,0.9999998470319063,0.12951487,0.11638048,0.48323414,0.13167676,0.11572552,0.48323414,0.09257028,0.091131076,0.42757994,0.093959846,0.09008862,0.42757994,0.49847952,0.6103348,2.5416083,93.86074475544255,73.94150162051413,288.668531962748,15.978770453783815,288.668531962748,93.86074475544255,48.718399,-3.9658999,48.75,-4.0
30,47,47.0,0.0,47,2.4878783167862313,0.33959609207678026,3.3731391429901123,9.861980531273819,0.4967971813721361,11.280232429504395,0.007527912535318514,0.0018525556215754852,0.011801660060882568,292.8839736566311,0.8845103601390342,295.375,-1.25,0.0,-1.25,46.25,0.0,46.25,0.10412632991232075,0.0,0.10412632991232075,3.2925613,0.6916147,4.943369,1.8059804,0.66076046,3.3111286,102484.02,329.2952,103189.31,0.004911097,0.0011176746,0.007390976,288.85156,0.94525635,291.33667,102440.18,328.96283,103145.625,293.5903,1.1546233,296.48535,-1.25,0.0,-1.25,46.25,0.0,46.25,4.459473,2.3478253,12.772172,3.295076,0.68714684,4.943369,2.2820408,0.47520268,3.6044092,234.99935166137973,25.59715107811026,278.06013584136963,0.9559262220963421,0.08163485487926023,0.9999023657111544,0.02093583,0.017430354,0.08045817,0.02181292,0.01688066,0.08045817,0.011077368,0.012269742,0.06567242,0.014283861,0.011113813,0.06567242,0.040234096,0.0479678,0.25978193,124.79793139201838,71.68944801367674,285.79533695470667,11.30063455116323,285.79533695470667,124.79793139201838,46.148701,-1.2259001,46.25,-1.25
31,48,48.0,0.0,48,2.691374976460527,0.35505699586218237,3.6026313304901123,9.875518612745331,0.48191695756448527,11.139851570129395,0.008756736429726205,0.0018298403442014073,0.014899194240570068,293.8029308784299,0.957039183322202,296.6142578125,-1.0,0.0,-1.0,45.5,0.0,45.5,0.0919930922624095,0.0,0.0919930922624095,2.4095478,0.5222709,3.7500095,1.501382,0.5357711,2.8789997,102498.914,325.07132,103257.69,0.004480362,0.0009809069,0.0074157715,287.92737,1.0024874,290.70972,102359.125,323.84,103116.625,295.03595,1.2429734,298.42676,-1.0,0.0,-1.0,45.5,0.0,45.5,2.7586012,1.3628027,7.733714,2.416325,0.511096,3.7500095,1.8904516,0.3881967,2.8789997,241.49148460859206,26.965082971411388,295.1740369796753,0.9282459787779723,0.09957996015386494,0.9999992167459445,0.009550662,0.007217293,0.0356448,0.009865644,0.00701537,0.0356448,0.005682544,0.0061721597,0.03290994,0.0075045903,0.0056786444,0.03290994,0.015004239,0.017125856,0.095247954,128.9793585800543,76.56539104994205,291.1244321877569,10.55872148276521,291.1244321877569,128.9793585800543,45.568432,-1.06148,45.5,-1.0
32,49,49.0,0.0,49,2.770612443365702,0.37587765531629264,3.7914741039276123,10.059357852470583,0.5156365635207802,11.560750007629395,0.00789921167420178,0.0018106036603778677,0.01148313283920288,292.650634765625,0.8407595214843261,294.978515625,-1.75,0.0,-1.75,46.5,0.0,46.5,0.04387123204333344,0.0,0.04387123204333344,3.8992577,0.8752693,5.972666,2.0601628,0.8071911,4.235162,102476.586,331.19778,103156.06,0.0053598825,0.0011898869,0.008491516,288.50766,0.9232248,290.72534,102265.46,329.78778,102943.625,292.8889,1.0665,295.57324,-1.75,0.0,-1.75,46.5,0.0,46.5,5.803689,3.1545784,17.20909,3.8992577,0.8752693,5.972666,2.6530826,0.55444896,4.235162,232.0237550619172,21.68283845271137,267.3193304538727,0.9588489089971302,0.09369413364597945,0.9999999948776136,0.032076776,0.02872745,0.13530546,0.033386443,0.02805386,0.13530546,0.01659226,0.017940652,0.095525034,0.021016179,0.016291084,0.095525034,0.069100894,0.08782913,0.47162324,120.53786617372094,68.56207513181792,282.9075885459117,12.079003056931985,282.9075885459117,120.53786617372094,46.497501,-1.7938,46.5,-1.75
33,50,50.0,0.0,50,1.4603722299017556,0.19855413963242532,1.9937446117401123,9.370843771027356,0.48404352225951813,10.740681648254395,0.0970005436641414,0.019185387615134192,0.14917433261871338,292.4344809927591,0.8568292968507882,294.6943359375,-2.0,0.0,-2.0,47.25,0.0,47.25,0.11351245431229173,0.0,0.11351245431229173,3.097996,0.7199275,4.6767673,1.9357214,0.6272523,3.7498102,102460.83,340.24368,103077.75,0.004338009,0.0009200491,0.006980896,288.05258,0.94388664,290.36792,102254.37,338.66483,102868.75,292.87042,1.2369924,295.52637,-2.0,0.0,-2.0,47.25,0.0,47.25,4.563637,2.8763728,13.312919,3.09893,0.7204315,4.6767673,2.114592,0.55068547,3.7498102,230.94763935484536,16.179870612442414,264.8222804069519,0.9493163207787894,0.07135190269441719,0.9999138320379442,0.022563081,0.02050794,0.09207908,0.023453966,0.020283319,0.09207908,0.013927932,0.0148323625,0.064985685,0.015005526,0.014430586,0.064985685,0.04602088,0.060939174,0.28224486,106.50583034608422,73.92187250365966,274.6708801322867,12.582781938709884,274.6708801322867,106.50583034608422,47.277222,-1.8898,47.25,-2.0
34,51,51.0,0.0,51,1.4603722299017556,0.19855413963242532,1.9937446117401123,9.370843771027356,0.48404352225951813,10.740681648254395,0.0970005436641414,0.019185387615134192,0.14917433261871338,292.4344809927591,0.8568292968507882,294.6943359375,-1.75,0.0,-1.75,47.25,0.0,47.25,0.04711635110022788,0.0,0.04711635110022788,2.9562895,0.693566,4.4863377,2.0091898,0.61923,3.7317438,102462.24,339.93637,103084.875,0.0042859055,0.0009227045,0.006626129,287.87518,0.9621595,290.2605,102185.61,337.80127,102804.75,292.94864,1.2762353,295.71973,-1.75,0.0,-1.75,47.25,0.0,47.25,4.5701118,2.7904882,12.841617,2.9621391,0.6961077,4.4863377,2.1442342,0.55597657,3.7317438,233.2212585065423,14.926573315645232,258.525839805603,0.9579315573614523,0.06264887200823388,0.9999941308468863,0.021845363,0.018973779,0.08502483,0.022639737,0.01877883,0.08502483,0.014260596,0.014657725,0.06355709,0.015173191,0.014273967,0.06355709,0.045358893,0.057007782,0.26261458,102.11523102550971,77.94277066672834,274.6708801322867,12.582781938709884,274.6708801322867,102.11523102550971,47.205379,-1.76513,47.25,-1.75
35,52,52.0,0.0,52,2.691374976460527,0.35505699586218237,3.6026313304901123,9.875518612745331,0.48191695756448527,11.139851570129395,0.008756736429726205,0.0018298403442014073,0.014899194240570068,293.5154225419207,0.9539620224653603,296.271484375,-1.25,0.0,-1.25,45.75,0.0,45.75,0.12610857893497895,0.0,0.12610857893497895,3.3071613,0.7136729,5.106455,1.7806933,0.7058,3.4795856,102491.66,325.12827,103232.31,0.004778699,0.0011577018,0.008623123,288.49533,0.9348077,291.0808,102445.34,324.73767,103185.625,294.2243,1.145106,297.40918,-1.25,0.0,-1.25,45.75,0.0,45.75,4.5890293,2.166882,13.274488,3.3117602,0.70458215,5.106455,2.5012088,0.45103523,3.826089,239.23831526826066,29.478429926886527,303.42517936229706,0.9730123311080052,0.03913569293702699,0.9999998136190188,0.021514172,0.016642025,0.08969189,0.021872923,0.016420519,0.08969189,0.01031893,0.011734909,0.06613922,0.015322169,0.010449518,0.06613922,0.04083177,0.047444582,0.28061768,128.35044488674257,68.4898587388849,291.11160935807,10.561097050882289,291.11160935807,128.35044488674257,45.853409,-1.17782,45.75,-1.25
36,53,53.0,0.0,53,1.4603722299017556,0.19855413963242532,1.9937446117401123,9.370843771027356,0.48404352225951813,10.740681648254395,0.0970005436641414,0.019185387615134192,0.14917433261871338,292.4344809927591,0.8568292968507882,294.6943359375,-1.75,0.0,-1.75,47.25,0.0,47.25,0.12934627285314274,0.0,0.12934627285314274,2.9562895,0.693566,4.4863377,2.0091898,0.61923,3.7317438,102462.24,339.93637,103084.875,0.0042859055,0.0009227045,0.006626129,287.87518,0.9621595,290.2605,102185.61,337.80127,102804.75,292.94864,1.2762353,295.71973,-1.75,0.0,-1.75,47.25,0.0,47.25,4.5701118,2.7904882,12.841617,2.9621391,0.6961077,4.4863377,2.1442342,0.55597657,3.7317438,233.2212585065423,14.926573315645232,258.525839805603,0.9579315573614523,0.06264887200823388,0.9999941308468863,0.021845363,0.018973779,0.08502483,0.022639737,0.01877883,0.08502483,0.014260596,0.014657725,0.06355709,0.015173191,0.014273967,0.06355709,0.045358893,0.057007782,0.26261458,102.11523102550971,77.94277066672834,274.6708801322867,12.582781938709884,274.6708801322867,102.11523102550971,47.193451,-1.63367,47.25,-1.75
37,54,54.0,0.0,54,0.7196680394614615,0.08533857809632227,0.873566210269928,5.264795931374154,0.3586213930077094,6.0504961013793945,0.01420999881697864,0.005765267309586495,0.03569841384887695,291.3512171303354,0.5979171806040116,292.838623046875,-2.0,0.0,-2.0,48.75,0.0,48.75,0.11234115187232488,0.0,0.11234115187232488,4.4645343,1.116945,7.237314,3.7468488,1.1325531,7.231744,102416.66,326.35837,103089.56,0.0059205033,0.0012725196,0.008893967,287.7268,0.7593511,289.6355,102372.57,326.0137,103044.44,290.8069,0.61317575,292.12402,-2.0,0.0,-2.0,48.75,0.0,48.75,11.616423,6.3750815,28.194864,4.519159,1.1403844,7.237314,3.9326296,0.9734372,7.231744,258.4516313090557,30.484616828630703,316.1023225784302,0.9443387559975773,0.08500059823474618,0.9999792552639644,0.07815982,0.06287096,0.2468606,0.08092921,0.06234607,0.2468606,0.070150934,0.059124917,0.23531012,0.07136418,0.05797573,0.23531012,0.27803725,0.30857116,1.2659585,104.22070684665587,76.186772597232,310.42121485914333,33.73845286464478,310.42121485914333,104.22070684665587,48.641102,-2.0276,48.75,-2.0
38,55,55.0,0.0,55,1.4603722299017556,0.19855413963242532,1.9937446117401123,9.370843771027356,0.48404352225951813,10.740681648254395,0.0970005436641414,0.019185387615134192,0.14917433261871338,292.4344809927591,0.8568292968507882,294.6943359375,-2.0,0.0,-2.0,47.25,0.0,47.25,0.10438515978816199,0.0,0.10438515978816199,3.097996,0.7199275,4.6767673,1.9357214,0.6272523,3.7498102,102460.83,340.24368,103077.75,0.004338009,0.0009200491,0.006980896,288.05258,0.94388664,290.36792,102254.37,338.66483,102868.75,292.87042,1.2369924,295.52637,-2.0,0.0,-2.0,47.25,0.0,47.25,4.563637,2.8763728,13.312919,3.09893,0.7204315,4.6767673,2.114592,0.55068547,3.7498102,230.94763935484536,16.179870612442414,264.8222804069519,0.9493163207787894,0.07135190269441719,0.9999138320379442,0.022563081,0.02050794,0.09207908,0.023453966,0.020283319,0.09207908,0.013927932,0.0148323625,0.064985685,0.015005526,0.014430586,0.064985685,0.04602088,0.060939174,0.28224486,106.50583034608422,73.92187250365966,274.6708801322867,12.582781938709884,274.6708801322867,106.50583034608422,47.305672,-2.0883,47.25,-2.0
39,56,56.0,0.0,56,2.044807483510273,0.2888046072147689,2.8483996391296387,9.160673467124381,0.46560571737864487,10.503132820129395,0.0068003273591762635,0.0069628613962602216,0.04542088508605957,291.7463319359756,0.8633761608162076,293.9052734375,-3.0,0.0,-3.0,47.5,0.0,47.5,0.1130556057875958,0.0,0.11305560578759581,4.6752033,1.1438283,7.243662,2.3489711,0.8659796,5.300103,102450.805,337.56412,103101.56,0.0047237584,0.0009509516,0.006702423,288.0988,0.8414209,290.11792,102243.06,335.94952,102889.44,291.7033,1.0354673,293.9912,-3.0,0.0,-3.0,47.5,0.0,47.5,8.24901,5.2420716,24.924818,4.684962,1.1509457,7.243662,2.7668521,0.689765,5.300103,216.24263093529677,16.496091163077192,249.2736201286316,0.9626184630078476,0.0742760059028204,0.9999976706822131,0.056254078,0.056834485,0.25024748,0.05888797,0.0569308,0.25024748,0.032540526,0.035608277,0.1569225,0.03536486,0.03424678,0.1569225,0.151057,0.21036175,0.9893352,110.1590235640363,65.11269049635874,270.38275813861975,14.405344463546083,270.38275813861975,110.1590235640363,47.5429,-2.8954,47.5,-3.0
40,57,57.0,0.0,57,3.3057521378121724,0.45230048746902435,4.590302467346191,10.037162804022067,0.44792411298366874,11.282185554504395,0.011878800101396515,0.0024936957005701667,0.01780027151107788,291.3120534012957,0.862847615249765,293.63623046875,-4.0,0.0,-4.0,47.75,0.0,47.75,0.1544788764977599,0.0,0.1544788764977599,4.793569,1.2084448,7.425791,2.4093742,0.9026546,5.6272516,102445.91,334.86588,103130.19,0.0052956603,0.0010395832,0.0076389313,287.99518,0.7981143,289.81128,102170.84,333.04245,102850.44,291.2029,0.9641206,293.18848,-4.0,0.0,-4.0,47.75,0.0,47.75,8.324885,5.3784885,24.532743,4.8075433,1.2202936,7.425791,2.8028417,0.71153116,5.6272516,225.77845884532462,19.49992772470976,264.7598886489868,0.9546387546427655,0.0729645160394245,0.9999980532106219,0.06006047,0.0584199,0.25283512,0.0613414,0.05836589,0.25283512,0.034264497,0.03791947,0.17378144,0.036209147,0.03688278,0.17378144,0.15531063,0.21670467,0.95845497,105.78006428044017,65.08028191115328,276.8142042768919,14.216287775262536,276.8142042768919,105.78006428044017,47.873798,-3.9075999,47.75,-4.0
